CompletionTermDesc,Emplid,Crse ID,Term Descrshort,Subject,Catalog Nbr,Class Section,Session Descrshort,Crse Component Descrshort,Crse Descr,Unt Earned - Credits,Crse Grade Off - Grade Earned,Course Code,Outside UMSI
Winter 2024,47521766,050028,FA 2023,SI,583,001,Regular,Lecture,Info Accountability,3.00,A+,SI 583,No
Winter 2024,47521766,050162,WN 2024,SI,510,001,Regular,Lecture,Information Ethics,3.00,A+,SI 510,No
Winter 2024,47521766,050165,WN 2023,SI,585,001,Regular,Lecture,Scholarly Comm,3.00,A+,SI 585,No
Winter 2024,47521766,051074,WN 2023,SI,626,001,Regular,Lecture,Manage NonProf Lib,3.00,A,SI 626,No
Winter 2024,47593467,001005,FA 2023,URP,610,003,Regular,Seminar,URP Grad Exper Cse,3.00,A,URP 610,Yes
Winter 2024,47593467,001459,WN 2024,SI,690,001,Regular,Seminar,Intern/Field Exper,2.00,S,SI 690,No
Winter 2024,47593467,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,47593467,020803,WN 2023,SI,643,001,Regular,Lecture,Instructional Skills,3.00,A+,SI 643,No
Winter 2024,47593467,021042,FA 2023,SI,647,001,Regular,Lecture,Info Resources&Serv,3.00,B+,SI 647,No
Winter 2024,47593467,039979,WN 2023,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A,SI 623,No
Winter 2024,47593467,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,47593467,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,47593467,044772,FA 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,47593467,047246,FA 2023,SI,506,001,Regular,Lecture,Programming I,3.00,A-,SI 506,No
Winter 2024,47593467,047901,WN 2024,SI,699,018,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,47593467,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,47593467,048831,FA 2022,SI,547,001,Regular,Seminar,Engage w/Communities,3.00,A-,SI 547,No
Winter 2024,47593467,049770,FA 2023,SW,653,001,Regular,Lecture,Skil&Strat Comm Chan,3.00,W,SW 653,Yes
Winter 2024,47593467,050162,WN 2024,SI,510,001,Regular,Lecture,Information Ethics,3.00,A-,SI 510,No
Winter 2024,47593467,050163,FA 2023,SI,633,001,Regular,Lecture,Assesmnt Cultrl Inst,3.00,A,SI 633,No
Winter 2024,47593467,051074,WN 2024,SI,626,001,Regular,Lecture,Manage NonProf Lib,3.00,A,SI 626,No
Winter 2024,47867920,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,47867920,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,47867920,021400,FA 2023,SI,520,001,Regular,Lecture,Graphic Design,3.00,B+,SI 520,No
Winter 2024,47867920,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,47867920,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,B+,SI 539,No
Winter 2024,47867920,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,3.00,S,SI 681,No
Winter 2024,47867920,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,47867920,043863,WN 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A-,SI 612,No
Winter 2024,47867920,044772,FA 2022,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A-,SI 582,No
Winter 2024,47867920,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,47867920,048488,FA 2023,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A-,SI 559,No
Winter 2024,47867920,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,B+,SI 579,No
Winter 2024,47867920,050164,WN 2023,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,B+,SI 504,No
Winter 2024,48074963,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2024,48074963,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,48074963,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,48074963,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,A+,SI 511,No
Winter 2024,48074963,021400,WN 2023,SI,520,002,Regular,Laboratory,Graphic Design,3.00,A,SI 520,No
Winter 2024,48074963,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,48074963,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,48074963,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,48074963,043863,WN 2023,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2024,48074963,044772,FA 2022,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,48074963,045771,FA 2023,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2024,48074963,046306,FA 2023,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A-,SI 616,No
Winter 2024,48074963,047901,WN 2024,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,48074963,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,48074963,048131,FA 2023,BA,656,001,Regular,Laboratory,LBLE,3.00,A-,BA 656,Yes
Winter 2024,48074963,048488,FA 2023,SI,559,002,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,48161875,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,48161875,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,48161875,021400,WN 2023,SI,520,002,Regular,Laboratory,Graphic Design,3.00,A,SI 520,No
Winter 2024,48161875,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,48161875,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,48161875,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,48161875,043863,FA 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2024,48161875,044772,FA 2022,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A-,SI 582,No
Winter 2024,48161875,045687,WN 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,48161875,047901,WN 2024,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,48161875,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,48161875,048147,WN 2023,BA,657,001,Regular,Laboratory,LBLE,3.00,A,BA 657,Yes
Winter 2024,48161875,048488,FA 2023,SI,559,002,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,48161875,050136,WN 2023,UARTS,560,119,Regular,Laboratory,Grad ArtsEng Proj,2.00,A,UARTS 560,Yes
Winter 2024,48161875,050136,FA 2023,UARTS,560,119,Regular,Laboratory,Grad ArtsEng Proj,2.00,A,UARTS 560,Yes
Winter 2024,48161875,050159,FA 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2024,48289428,009731,FA 2022,SI,580,001,Regular,Lecture,Records & Archives,3.00,A+,SI 580,No
Winter 2024,48289428,020803,WN 2024,SI,643,001,Regular,Lecture,Instructional Skills,3.00,A+,SI 643,No
Winter 2024,48289428,021045,FA 2022,SI,666,001,Regular,Lecture,Org of Inf Resources,3.00,A,SI 666,No
Winter 2024,48289428,022326,WN 2023,SI,581,001,Regular,Lecture,Pres Info Resources,3.00,A,SI 581,No
Winter 2024,48289428,038659,FA 2023,SI,519,001,Regular,Seminar,Intel Prop&Info Law,3.00,A+,SI 519,No
Winter 2024,48289428,038948,FA 2023,SI,632,001,Regular,Lecture,Appraisal & Coll Dev,3.00,A,SI 632,No
Winter 2024,48289428,039979,WN 2023,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A,SI 623,No
Winter 2024,48289428,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,48289428,042324,WN 2023,SI,639,001,Scnd 7 Wk,Lecture,Web Archiving,1.50,A+,SI 639,No
Winter 2024,48289428,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A-,SI 506,No
Winter 2024,48289428,047901,WN 2024,SI,699,028,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,48289428,048280,WN 2023,SI,667,001,Regular,Lecture,Digital Curation,3.00,A,SI 667,No
Winter 2024,48289428,050028,FA 2023,SI,583,001,Regular,Lecture,Info Accountability,3.00,A+,SI 583,No
Winter 2024,48289428,050162,WN 2024,SI,510,001,Regular,Lecture,Information Ethics,3.00,A+,SI 510,No
Winter 2024,48289428,050163,FA 2023,SI,633,001,Regular,Lecture,Assesmnt Cultrl Inst,3.00,A,SI 633,No
Winter 2024,48289428,050165,WN 2024,SI,585,001,Regular,Lecture,Scholarly Comm,3.00,A+,SI 585,No
Winter 2024,48289428,051074,WN 2023,SI,626,001,Regular,Lecture,Manage NonProf Lib,3.00,A,SI 626,No
Winter 2024,48314829,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2024,48314829,003736,FA 2023,ES,605,002,Scnd 7 Wk,Recitation,New Prod Innov Mngmt,2.25,B,ES 605,Yes
Winter 2024,48314829,017075,WN 2024,ELI,534,001,Regular,Lecture,Dis&Oral Argumentn,1.00,S,ELI 534,Yes
Winter 2024,48314829,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,48314829,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,48314829,021400,WN 2023,SI,520,002,Regular,Laboratory,Graphic Design,3.00,A-,SI 520,No
Winter 2024,48314829,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,48314829,039178,FA 2023,SI,539,101,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,48314829,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,48314829,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,48314829,043863,FA 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2024,48314829,044772,FA 2022,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,48314829,045732,WN 2023,SI,554,001,Regular,Lecture,Consumer Hlth Inform,3.00,A,SI 554,No
Winter 2024,48314829,045771,FA 2023,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2024,48314829,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,48314829,047901,WN 2024,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,48314829,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,48463063,001459,WN 2024,SI,690,001,Regular,Seminar,Intern/Field Exper,2.00,S,SI 690,No
Winter 2024,48463063,017281,FA 2023,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,48463063,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,48463063,020934,WN 2023,SI,649,001,Regular,Lecture,Info Visualization,3.00,A,SI 649,No
Winter 2024,48463063,021400,FA 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,A+,SI 520,No
Winter 2024,48463063,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,48463063,041626,FA 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,48463063,041934,FA 2023,SI,608,001,Regular,Lecture,Networks,3.00,A,SI 608,No
Winter 2024,48463063,042091,WN 2023,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A+,SI 618,No
Winter 2024,48463063,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,48463063,043863,FA 2023,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2024,48463063,044772,FA 2022,SI,582,005,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,48463063,047640,WN 2023,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,48463063,047901,WN 2024,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,48463063,048487,FA 2023,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A+,SI 669,No
Winter 2024,48463063,048887,WN 2023,EECS,403,001,Regular,Lecture,Fnd Data Str Algo,4.00,W,EECS 403,Yes
Winter 2024,48463063,050159,FA 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2024,48604860,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2024,48604860,001753,WN 2023,PUBPOL,700,050,Regular,Ind Study,Directed Res,2.00,A,PUBPOL 700,Yes
Winter 2024,48604860,005600,FA 2023,PUBPOL,586,001,First 7 Wk,Seminar,Performance Mgmt,1.50,A,PUBPOL 586,Yes
Winter 2024,48604860,014093,FA 2022,EAS,639,013,Regular,Seminar,Sem Res Ecol,1.00,A,EAS 639,Yes
Winter 2024,48604860,017281,FA 2023,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A-,SI 588,No
Winter 2024,48604860,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,48604860,021400,FA 2023,SI,520,001,Regular,Lecture,Graphic Design,3.00,C+,SI 520,No
Winter 2024,48604860,022326,WN 2023,SI,581,001,Regular,Lecture,Pres Info Resources,3.00,A-,SI 581,No
Winter 2024,48604860,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A-,SI 539,No
Winter 2024,48604860,039543,FA 2022,PUBPOL,750,009,Regular,Lecture,Special Topics,3.00,B+,PUBPOL 750,Yes
Winter 2024,48604860,039979,WN 2023,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A+,SI 623,No
Winter 2024,48604860,040249,FA 2022,PUBPOL,534,001,Regular,Seminar,Ec of Dev Countries,3.00,A-,PUBPOL 534,Yes
Winter 2024,48604860,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,48604860,040898,FA 2023,PUBPOL,683,001,Regular,Lecture,Elect&Camp,3.00,A-,PUBPOL 683,Yes
Winter 2024,48604860,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A-,SI 501,No
Winter 2024,48604860,049601,WN 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,48604860,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2024,48604860,050815,FA 2022,PUBPOL,500,001,First 7 Wk,Seminar,MPP ILE,1.00,S,PUBPOL 500,Yes
Winter 2024,48739358,005175,WN 2024,ENGLISH,578,002,Regular,Seminar,Creative Writing,3.00,A,ENGLISH 578,Yes
Winter 2024,48739358,021042,FA 2022,SI,647,001,Regular,Lecture,Info Resources&Serv,3.00,A+,SI 647,No
Winter 2024,48739358,021045,FA 2022,SI,666,001,Regular,Lecture,Org of Inf Resources,3.00,A+,SI 666,No
Winter 2024,48739358,038659,FA 2023,SI,519,001,Regular,Seminar,Intel Prop&Info Law,3.00,A+,SI 519,No
Winter 2024,48739358,039979,WN 2023,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A+,SI 623,No
Winter 2024,48739358,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,48739358,041626,WN 2024,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,48739358,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,48739358,042324,WN 2023,SI,639,001,Scnd 7 Wk,Lecture,Web Archiving,1.50,A+,SI 639,No
Winter 2024,48739358,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,48739358,047901,WN 2024,SI,699,006,Regular,Lecture,MSI Mastery Courses,3.00,A-,SI 699,No
Winter 2024,48739358,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,48739358,048280,WN 2023,SI,667,001,Regular,Lecture,Digital Curation,3.00,A+,SI 667,No
Winter 2024,48739358,049601,WN 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,48739358,050161,FA 2023,SI,676,001,Regular,Lecture,Network Info Servcs,3.00,A,SI 676,No
Winter 2024,48739358,050162,WN 2024,SI,510,001,Regular,Lecture,Information Ethics,3.00,A+,SI 510,No
Winter 2024,48739358,050163,FA 2023,SI,633,001,Regular,Lecture,Assesmnt Cultrl Inst,3.00,A,SI 633,No
Winter 2024,48739358,050164,WN 2023,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A-,SI 504,No
Winter 2024,48739358,050165,WN 2023,SI,585,001,Regular,Lecture,Scholarly Comm,3.00,A+,SI 585,No
Winter 2024,49366632,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,49366632,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,49366632,021050,FA 2022,SI,691,042,Regular,Ind Study,Independent Study,2.00,A+,SI 691,No
Winter 2024,49366632,021400,WN 2023,SI,520,002,Regular,Laboratory,Graphic Design,3.00,A,SI 520,No
Winter 2024,49366632,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,49366632,039081,FA 2023,SI,529,001,Regular,Lecture,Online Communities,3.00,A,SI 529,No
Winter 2024,49366632,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,49366632,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,49366632,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,49366632,043863,FA 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2024,49366632,044772,FA 2022,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,49366632,045687,FA 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,49366632,047901,WN 2024,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,49366632,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,49366632,048514,FA 2023,WELLNESS,512,002,Regular,Recitation,Yoga Performers,1.00,A,WELLNESS 512,Yes
Winter 2024,49366632,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2024,49552748,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,2.00,S,SI 690,No
Winter 2024,49552748,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,49552748,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,49552748,020934,WN 2023,SI,649,002,Regular,Lecture,Info Visualization,3.00,A,SI 649,No
Winter 2024,49552748,021400,FA 2022,SI,520,001,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,49552748,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,49552748,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,49552748,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,49552748,041626,FA 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,49552748,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,49552748,044772,FA 2022,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,49552748,045687,FA 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,49552748,045771,FA 2023,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2024,49552748,047901,WN 2024,SI,699,201,Regular,Lecture,MSI Mastery Courses,3.00,A-,SI 699,No
Winter 2024,49552748,048488,FA 2023,SI,559,003,Regular,Lecture,AR/VR Intro,3.00,A+,SI 559,No
Winter 2024,49847356,009732,FA 2023,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,B+,SI 650,No
Winter 2024,49847356,016607,FA 2022,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A,SI 544,No
Winter 2024,49847356,039178,FA 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,49847356,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,49847356,041626,FA 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,49847356,042091,WN 2023,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A+,SI 618,No
Winter 2024,49847356,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,49847356,045930,FA 2023,SI,671,001,Regular,Lecture,Data Mining,3.00,B+,SI 671,No
Winter 2024,49847356,047246,FA 2023,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,49847356,047640,FA 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,49847356,047901,WN 2024,SI,699,005,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,49847356,048268,WN 2023,SI,630,001,Regular,Lecture,NLP Algorithm People,3.00,B+,SI 630,No
Winter 2024,49847356,049601,FA 2022,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,49847356,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2024,49847356,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A+,SI 568,No
Winter 2024,49847356,050983,WN 2023,SI,602,001,Regular,Lecture,Math for ApplDataSci,3.00,B,SI 602,No
Winter 2024,50952532,013075,WN 2023,EAS,701,888,First 7 Wk,Lecture,Masters Project,1.00,A,EAS 701,Yes
Winter 2024,50952532,013504,WN 2023,EAS,687,001,Regular,Lecture,Mod for LandscpePlan,4.00,A,EAS 687,Yes
Winter 2024,50952532,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,50952532,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,50952532,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,50952532,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,50952532,041626,WN 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,50952532,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,50952532,044772,FA 2022,SI,582,005,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,50952532,046386,FA 2023,SI,311,150,Regular,Lecture,Spec Topics in Info,3.00,A,SI 311,No
Winter 2024,50952532,047640,FA 2022,SI,507,101,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,50952532,048487,FA 2023,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A+,SI 669,No
Winter 2024,50952532,048488,FA 2023,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A+,SI 559,No
Winter 2024,50952532,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A-,SI 579,No
Winter 2024,51047006,007395,FA 2023,ARCH,509,007,Regular,Seminar,Experimental Course,3.00,A,ARCH 509,Yes
Winter 2024,51047006,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,51047006,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,51047006,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,A+,SI 511,No
Winter 2024,51047006,021400,FA 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,51047006,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,51047006,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,W,SI 539,No
Winter 2024,51047006,040667,WN 2024,SI,681,001,Regular,Seminar,Intern/Field Seminar,4.00,S,SI 681,No
Winter 2024,51047006,041957,FA 2023,ENGR,599,033,Regular,Laboratory,Spec Topics Engr,3.00,W,ENGR 599,Yes
Winter 2024,51047006,044772,FA 2022,SI,582,005,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,51047006,045393,FA 2023,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,B+,SI 552,No
Winter 2024,51047006,045687,WN 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,51047006,046306,WN 2023,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A-,SI 616,No
Winter 2024,51047006,047796,FA 2024,ARTSADMN,422,001,Regular,Lecture,Writing Abt Your Art,1.00,A,ARTSADMN 422,Yes
Winter 2024,51047006,047849,WN 2024,ARTSADMN,533,001,Regular,Lecture,Media Tech Careers,1.00,A,ARTSADMN 533,Yes
Winter 2024,51047006,047901,WN 2024,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,51047006,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
