CompletionTermDesc,Emplid,Crse ID,Term Descrshort,Subject,Catalog Nbr,Class Section,Session Descrshort,Crse Component Descrshort,Crse Descr,Unt Earned - Credits,Crse Grade Off - Grade Earned,Course Code,Outside UMSI
Winter 2023,20612782,014748,WN 2022,EECS,545,001,Regular,Lecture,Machine Learn (CSE),3.00,B,EECS 545,Yes
Winter 2023,20612782,021400,WN 2023,SI,520,002,Regular,Laboratory,Graphic Design,3.00,A,SI 520,No
Winter 2023,20612782,039178,FA 2021,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,20612782,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,20612782,041626,FA 2021,SI,664,001,Regular,Lecture,Database App Design,3.00,A+,SI 664,No
Winter 2023,20612782,041934,FA 2022,SI,608,001,Regular,Lecture,Networks,3.00,A,SI 608,No
Winter 2023,20612782,042091,FA 2021,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A+,SI 618,No
Winter 2023,20612782,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,20612782,045930,FA 2022,SI,671,001,Regular,Lecture,Data Mining,3.00,A-,SI 671,No
Winter 2023,20612782,047901,WN 2023,SI,699,205,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,20612782,048268,WN 2022,SI,630,001,Regular,Lecture,NLP Algorithm People,3.00,A+,SI 630,No
Winter 2023,20612782,048487,FA 2022,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A+,SI 669,No
Winter 2023,20612782,049601,FA 2021,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2023,20612782,050159,WN 2022,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A+,SI 579,No
Winter 2023,20612782,050164,WN 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,20612782,050663,WN 2022,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A,SI 568,No
Winter 2023,20992681,001459,FA 2022,SI,690,390,Regular,Seminar,Intern/Field Exper,6.00,S,SI 690,No
Winter 2023,20992681,009731,FA 2022,SI,580,001,Regular,Lecture,Records & Archives,3.00,A-,SI 580,No
Winter 2023,20992681,018365,WN 2023,WGS,530,001,Regular,Seminar,Thry Feminsm,3.00,A,WGS 530,Yes
Winter 2023,20992681,022326,WN 2023,SI,581,001,Regular,Lecture,Pres Info Resources,3.00,A-,SI 581,No
Winter 2023,20992681,040894,WN 2023,CJS,451,001,Regular,Seminar,Topics Japan,3.00,A,CJS 451,Yes
Winter 2023,20992681,042091,WN 2023,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A+,SI 618,No
Winter 2023,20992681,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A-,SI 501,No
Winter 2023,20992681,047901,WN 2023,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,20992681,050159,FA 2022,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2023,20992681,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,21468012,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2023,21468012,017281,FA 2021,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A+,SI 588,No
Winter 2023,21468012,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2023,21468012,039368,WN 2022,SI,627,001,Regular,Lecture,Managing the IT Org,3.00,A+,SI 627,No
Winter 2023,21468012,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,21468012,041855,FA 2022,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A,SI 631,No
Winter 2023,21468012,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,21468012,044772,FA 2021,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,21468012,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,21468012,047640,WN 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A+,SI 507,No
Winter 2023,21468012,047901,WN 2023,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,21468012,048421,WN 2023,ENTR,560,001,Regular,Lecture,Proj Mgmt Consulting,3.00,A,ENTR 560,Yes
Winter 2023,21468012,048487,FA 2022,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A,SI 669,No
Winter 2023,21468012,050136,WN 2022,UARTS,560,102,Regular,Laboratory,Grad ArtsEng Proj,2.00,A,UARTS 560,Yes
Winter 2023,21468012,050136,FA 2022,UARTS,560,102,Regular,Laboratory,Grad ArtsEng Proj,2.00,A,UARTS 560,Yes
Winter 2023,21468012,050159,WN 2022,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2023,21468012,050164,FA 2021,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,21677264,001459,FA 2010,SI,690,013,Regular,Ind Study,Intern/Field Exper,2.00,S,SI 690,No
Winter 2023,21677264,001633,WN 2011,ENGLISH,473,002,Regular,Recitation,Topics Amer Lit,3.00,A-,ENGLISH 473,Yes
Winter 2023,21677264,009731,FA 2010,SI,580,001,Regular,Lecture,Records & Archives,3.00,A-,SI 580,No
Winter 2023,21677264,021045,FA 2010,SI,666,001,Regular,Lecture,Org of Inf Resources,3.00,B,SI 666,No
Winter 2023,21677264,022326,FA 2010,SI,581,001,First 7 Wk,Lecture,Preservation Admin,1.50,B+,SI 581,No
Winter 2023,21677264,038574,WN 2011,AMCULT,616,001,Regular,Lecture,Native Amer History,3.00,A,AMCULT 616,Yes
Winter 2023,21677264,039979,WN 2011,SI,623,001,Regular,Seminar,Outcome-Based Evals,3.00,A-,SI 623,No
Winter 2023,21677264,041626,WN 2011,SI,572,001,Regular,Lecture,Database App Design,3.00,A,SI 572,No
Winter 2023,21677264,042207,WN 2011,SI,675,001,First 7 Wk,Lecture,Digitiz for Preserv,1.50,B+,SI 675,No
Winter 2023,21677264,042838,FA 2010,SI,640,001,Regular,Lecture,Digital Lib & Archiv,3.00,B+,SI 640,No
Winter 2023,21677264,042840,FA 2010,SI,651,001,Scnd 7 Wk,Lecture,Physical Treatment,1.50,A-,SI 651,No
Winter 2023,22936056,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,2.00,S,SI 690,No
Winter 2023,22936056,001459,WN 2023,SI,690,001,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2023,22936056,016607,FA 2021,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A,SI 544,No
Winter 2023,22936056,017281,FA 2021,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A+,SI 588,No
Winter 2023,22936056,020401,WN 2022,SI,622,003,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,22936056,021400,WN 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,A-,SI 520,No
Winter 2023,22936056,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2023,22936056,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,22936056,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,22936056,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,22936056,043863,WN 2022,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2023,22936056,044772,FA 2021,SI,582,004,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,22936056,045393,FA 2022,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A,SI 552,No
Winter 2023,22936056,047640,FA 2021,SI,507,001,Regular,Lecture,Inter Programming,3.00,W,SI 507,No
Winter 2023,22936056,047901,FA 2022,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,22936056,048129,WN 2022,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,22936056,048488,FA 2022,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A+,SI 559,No
Winter 2023,22936056,049601,FA 2021,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2023,22936056,050164,WN 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,23137712,001459,WN 2023,SI,690,001,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2023,23137712,020803,WN 2022,SI,643,001,Regular,Lecture,Instructional Skills,3.00,A,SI 643,No
Winter 2023,23137712,021042,FA 2021,SI,647,001,Regular,Lecture,Info Resources&Serv,3.00,A,SI 647,No
Winter 2023,23137712,021050,WN 2022,SI,691,041,Regular,Ind Study,Independent Study,3.00,A,SI 691,No
Winter 2023,23137712,038948,FA 2022,SI,632,001,Regular,Lecture,Appraisal & Coll Dev,3.00,A,SI 632,No
Winter 2023,23137712,039979,WN 2022,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A,SI 623,No
Winter 2023,23137712,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,23137712,041935,WN 2022,SI,530,001,Regular,Lecture,Prin in Management,3.00,A,SI 530,No
Winter 2023,23137712,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,23137712,045393,FA 2021,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,B+,SI 552,No
Winter 2023,23137712,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A-,SI 506,No
Winter 2023,23137712,047901,WN 2023,SI,699,018,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2023,23137712,048831,FA 2021,SI,547,001,Regular,Seminar,Engage w/Communities,3.00,A,SI 547,No
Winter 2023,23137712,050162,WN 2023,SI,510,001,Regular,Lecture,Information Ethics,3.00,A-,SI 510,No
Winter 2023,23137712,050163,FA 2022,SI,633,001,Regular,Lecture,Assesmnt Cultrl Inst,3.00,A,SI 633,No
Winter 2023,23237089,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2023,23237089,009731,FA 2021,SI,580,001,Regular,Lecture,Records & Archives,3.00,A+,SI 580,No
Winter 2023,23237089,020803,WN 2022,SI,643,001,Regular,Lecture,Instructional Skills,3.00,A,SI 643,No
Winter 2023,23237089,021050,WN 2023,SI,691,151,Regular,Ind Study,Independent Study,3.00,A+,SI 691,No
Winter 2023,23237089,021270,FA 2021,AMCULT,601,001,Regular,Seminar,Topics Am Stds,3.00,A,AMCULT 601,Yes
Winter 2023,23237089,039979,WN 2023,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,B+,SI 623,No
Winter 2023,23237089,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,23237089,042005,FA 2021,STS,571,001,Regular,Seminar,Interdisc Sem,1.00,S,STS 571,Yes
Winter 2023,23237089,042005,WN 2022,STS,571,001,Regular,Seminar,Interdisc Sem,1.00,S,STS 571,Yes
Winter 2023,23237089,042956,FA 2021,COMM,775,001,Regular,Seminar,Media Theory-Humanit,3.00,A,COMM 775,Yes
Winter 2023,23237089,048361,WN 2022,COMPLIT,630,001,First 7 Wk,Seminar,Special Topics,1.00,A,COMPLIT 630,Yes
Winter 2023,23237089,048877,WN 2023,SI,610,001,Regular,Seminar,Dig Studies Seminar,3.00,A+,SI 610,No
Winter 2023,23237089,049040,WN 2023,SI,698,152,Regular,Seminar,Master's Thesis 2,3.00,A+,SI 698,No
Winter 2023,23237089,049365,FA 2022,SI,697,152,Regular,Ind Study,Master's Thesis 1,3.00,S,SI 697,No
Winter 2023,23237089,050165,WN 2022,SI,585,001,Regular,Lecture,Scholarly Comm,3.00,A,SI 585,No
Winter 2023,23237089,050705,WN 2022,SI,719,001,Regular,Lecture,Science Tech&Med,3.00,A,SI 719,No
Winter 2023,23237089,050846,FA 2022,SI,512,001,Regular,Lecture,Change The Internet,3.00,A-,SI 512,No
Winter 2023,24438725,017281,FA 2021,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,24438725,020180,FA 2022,SI,646,001,First 7 Wk,Lecture,Info Economics,1.50,W,SI 646,No
Winter 2023,24438725,020401,WN 2022,SI,622,003,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,24438725,021400,FA 2022,SI,520,001,Regular,Lecture,Graphic Design,3.00,A-,SI 520,No
Winter 2023,24438725,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A-,SI 539,No
Winter 2023,24438725,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,24438725,041626,WN 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2023,24438725,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,24438725,044772,FA 2021,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,24438725,047228,WN 2023,ENTR,500,002,Regular,Lecture,Intro to Innovation,3.00,A,ENTR 500,Yes
Winter 2023,24438725,047640,FA 2021,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2023,24438725,047901,WN 2023,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,24438725,048129,WN 2022,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,24438725,048487,FA 2022,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A-,SI 669,No
Winter 2023,24438725,050159,WN 2022,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,B-,SI 579,No
Winter 2023,24438725,050164,WN 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,24438725,050846,FA 2022,SI,512,001,Regular,Lecture,Change The Internet,3.00,B,SI 512,No
Winter 2023,24714813,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,2.00,S,SI 690,No
Winter 2023,24714813,001459,WN 2023,SI,690,001,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2023,24714813,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2023,24714813,009732,FA 2022,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,W,SI 650,No
Winter 2023,24714813,016607,FA 2021,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,IB,SI 544,No
Winter 2023,24714813,020934,WN 2022,SI,649,001,Regular,Lecture,Info Visualization,3.00,IA-,SI 649,No
Winter 2023,24714813,038406,WN 2023,HMP,669,001,Regular,Lecture,Hlthcare Data Mgmt,3.00,A+,HMP 669,Yes
Winter 2023,24714813,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,3.00,S,SI 681,No
Winter 2023,24714813,041626,FA 2021,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2023,24714813,041985,FA 2023,HMP,668,001,Regular,Lecture,Intro Health Infor,3.00,A,HMP 668,Yes
Winter 2023,24714813,042091,WN 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A,SI 618,No
Winter 2023,24714813,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A-,SI 501,No
Winter 2023,24714813,042337,WN 2022,STATS,415,001,Regular,Lecture,Data Mining,4.00,W,STATS 415,Yes
Winter 2023,24714813,044772,FA 2021,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,W,SI 582,No
Winter 2023,24714813,045205,FA 2023,URP,520,001,Regular,Lecture,Intro to GIS,3.00,A-,URP 520,Yes
Winter 2023,24714813,045930,FA 2022,SI,671,001,Regular,Lecture,Data Mining,3.00,A-,SI 671,No
Winter 2023,24714813,047173,WN 2023,LHS,610,001,Regular,Lecture,Expl Data Anlys Hlth,3.00,A,LHS 610,Yes
Winter 2023,24714813,047356,WN 2023,LHS,611,001,Regular,Lecture,Knowl Repres&Mgt Hlt,3.00,W,LHS 611,Yes
Winter 2023,24714813,047640,FA 2021,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2023,24714813,047901,WN 2023,SI,699,205,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,24714813,048129,WN 2022,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,24714813,048500,FA 2022,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,A,SI 670,No
Winter 2023,24714813,049222,WN 2023,ELI,532,001,Regular,Lecture,Understand Spkn Eng,1.00,S,ELI 532,Yes
Winter 2023,24714813,049601,WN 2022,SI,564,001,Regular,Lecture,SQL & Databases,1.50,I,SI 564,No
Winter 2023,24714813,050164,FA 2021,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A-,SI 504,No
Winter 2023,24714813,050447,FA 2022,SI,624,001,Regular,Lecture,Health Data Analysis,3.00,A,SI 624,No
Winter 2023,24714813,050663,WN 2022,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A-,SI 568,No
Winter 2023,25129284,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2023,25129284,012457,FA 2022,EDUC,602,001,Regular,Seminar,Vidgms Lrng Sch Dsgn,3.00,A,EDUC 602,Yes
Winter 2023,25129284,020803,WN 2022,SI,643,001,Regular,Lecture,Instructional Skills,3.00,A+,SI 643,No
Winter 2023,25129284,021042,FA 2021,SI,647,001,Regular,Lecture,Info Resources&Serv,3.00,A,SI 647,No
Winter 2023,25129284,038659,FA 2022,SI,519,001,Regular,Seminar,Intel Prop&Info Law,3.00,A,SI 519,No
Winter 2023,25129284,038948,FA 2022,SI,632,001,Regular,Lecture,Appraisal & Coll Dev,3.00,A,SI 632,No
Winter 2023,25129284,039979,WN 2022,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A,SI 623,No
Winter 2023,25129284,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,3.00,S,SI 681,No
Winter 2023,25129284,041935,WN 2022,SI,530,001,Regular,Lecture,Prin in Management,3.00,A,SI 530,No
Winter 2023,25129284,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,25129284,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,25129284,047901,WN 2023,SI,699,028,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2023,25129284,048280,WN 2023,SI,667,001,Regular,Lecture,Digital Curation,3.00,A+,SI 667,No
Winter 2023,25129284,048831,FA 2021,SI,547,001,Regular,Seminar,Engage w/Communities,3.00,A,SI 547,No
Winter 2023,25129284,050162,WN 2022,SI,510,001,Regular,Lecture,Information Ethics,3.00,A,SI 510,No
Winter 2023,25129284,050163,FA 2022,SI,633,001,Regular,Lecture,Assesmnt Cultrl Inst,3.00,A,SI 633,No
Winter 2023,25447836,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2023,25447836,016607,FA 2021,SI,544,101,Regular,Lecture,Intr Stat&Data Analy,3.00,A,SI 544,No
Winter 2023,25447836,017271,WN 2022,TO,572,001,First 7 Wk,Recitation,App B Frcst I,1.50,A-,TO 572,Yes
Winter 2023,25447836,017281,FA 2023,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,25447836,020934,WN 2023,SI,649,002,Regular,Lecture,Info Visualization,3.00,A,SI 649,No
Winter 2023,25447836,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,25447836,041626,FA 2022,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2023,25447836,042091,WN 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A-,SI 618,No
Winter 2023,25447836,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,25447836,045930,FA 2022,SI,671,001,Regular,Lecture,Data Mining,3.00,B,SI 671,No
Winter 2023,25447836,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,25447836,047640,WN 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2023,25447836,047901,WN 2023,SI,699,305,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,25447836,048500,FA 2022,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,A-,SI 670,No
Winter 2023,25447836,049601,WN 2022,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2023,25447836,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2023,25447836,050663,WN 2022,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A-,SI 568,No
Winter 2023,26328430,016607,FA 2021,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A,SI 544,No
Winter 2023,26328430,020934,WN 2022,SI,649,001,Regular,Lecture,Info Visualization,3.00,A-,SI 649,No
Winter 2023,26328430,021400,FA 2021,SI,520,001,Regular,Lecture,Graphic Design,3.00,A-,SI 520,No
Winter 2023,26328430,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,26328430,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,26328430,041626,FA 2022,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2023,26328430,042091,WN 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A,SI 618,No
Winter 2023,26328430,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,26328430,044772,FA 2021,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,26328430,045930,FA 2022,SI,671,001,Regular,Lecture,Data Mining,3.00,A-,SI 671,No
Winter 2023,26328430,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,26328430,047640,WN 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2023,26328430,047901,WN 2023,SI,699,305,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,26328430,048500,FA 2022,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,A-,SI 670,No
Winter 2023,26328430,049601,WN 2022,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2023,26328430,050164,FA 2021,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A-,SI 504,No
Winter 2023,26328430,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A-,SI 568,No
Winter 2023,26759452,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2023,26759452,016607,FA 2022,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A,SI 544,No
Winter 2023,26759452,017281,FA 2021,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A+,SI 588,No
Winter 2023,26759452,019903,FA 2022,TO,548,001,Regular,Recitation,Integ Pro Dev,3.00,A-,TO 548,Yes
Winter 2023,26759452,020379,FA 2022,IOE,548,001,Regular,Lecture,Int Prod Dev,3.00,A-,IOE 548,Yes
Winter 2023,26759452,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,26759452,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,26759452,039979,WN 2022,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A-,SI 623,No
Winter 2023,26759452,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,26759452,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,26759452,044772,WN 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,26759452,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,26759452,047901,WN 2023,SI,699,201,Regular,Lecture,MSI Mastery Courses,3.00,B+,SI 699,No
Winter 2023,26759452,048147,WN 2022,BA,657,001,Regular,Laboratory,LBLE,3.00,A,BA 657,Yes
Winter 2023,26759452,048486,WN 2022,SI,659,001,Regular,Lecture,AR/VR Advanced,3.00,A,SI 659,No
Winter 2023,26759452,048488,FA 2021,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A+,SI 559,No
Winter 2023,26759452,049112,WN 2023,PAT,500,006,Regular,Lecture,Intro Elec Mus Prod,3.00,A-,PAT 500,Yes
Winter 2023,26759452,049601,FA 2022,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2023,26759452,049689,WN 2022,COGSCI,700,001,Regular,Seminar,CogSci Perspectives,3.00,W,COGSCI 700,Yes
Winter 2023,26759452,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,VI,SI 579,No
Winter 2023,26759452,050164,WN 2023,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,VI,SI 504,No
Winter 2023,27066903,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2023,27066903,017281,FA 2021,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,27066903,020401,WN 2022,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,27066903,021400,WN 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2023,27066903,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,27066903,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,27066903,041855,FA 2022,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A,SI 631,No
Winter 2023,27066903,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,27066903,044772,FA 2021,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2023,27066903,045393,FA 2022,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A,SI 552,No
Winter 2023,27066903,047228,WN 2022,ENTR,500,001,Regular,Lecture,Intro to Innovation,3.00,A,ENTR 500,Yes
Winter 2023,27066903,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,27066903,047901,WN 2023,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
